id,text,T1 Target,T1 Argument,T1 Harmful,T2 Target,T2 Argument,T2 Harmful,T3 Target,T3 Argument,T3 Harmful,T4 Target,T4 Argument,T4 Harmful,T5 Target,T5 Argument,T5 Harmful,T6 Target,T6 Argument,T6 Harmful,,,
1160338745700311040,@USER Remove them you fucking dickheads. Quit this PR bullshit and just listen to your community.,PR,bullshit,YES,,,,,,,,,,,,,,,,,,
1187541719040122880,@USER Niggas who don’t go to pv love posting shit like this. Delete thi,Niggas,Niggas,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1162211221623332864,"@USER America is weeping, stupid evil maga repugnants making us look like idiots....gawd 2020 cannot come soon enough.",maga,stupid evil magag repugnants,YES,,,,,,,,,,,,,,,,,,
1159651052259631104,How stupid am I? I'm the kid that would put L'Oreal kids shampoo in my eyes just to test if it wouldn't hurt like they claimed on TV lol,NULL,NULL,NO,,,,,,,,,,,,,,,,,,
1186155371267842048,@USER Jesus Christ man. What a fucking world where TVs are all the way at the bottom and healthcare at the very top.,world,fucking,NO,,,,,,,,,,,,,,,,,,
1162521797146873856,These two are acting as if both of them wouldn’t have thrown Jackson ass up on the block #BB,NULL,ass,NO,,,,,,,,,,,,,,,,,,
1162223175767248896,I cannot wait for winter so all these spiders can fuck off,NULL,fuck off,NO,,,,,,,,,,,,,,,,,,
1162175204539244544,more and more people end up pregnant like every damn day. congrats but holy fuck the whole female population damn near pregnant�,NULL,holy fuck,NO,,,,,,,,,,,,,,,,,,
1186859870923972608,Such terrible Defence by the Lakers. I didn’t stay up for this shit! 🤦�,this,shit,NO,,,,,,,,,,,,,,,,,,
1157173702900899843,@USER Lmao and It always be the type of bitches they swear they wouldn’t fuck with! SMH! 😂👏�,bitches,bitches,YES,NULL,fuck,NO,,,,,,,,,,,,,,,
1160637044927991810,I just blocked bitches numbers in real life fuck this internet shit,bitches,bitches,YES,this internet shit,fuck,NO,NULL,shit,NO,,,,,,,,,,,,
1186050617774657536,"I just wanna be the motivation for my young bitches, out here tryna get it, focused on a bag. Fuck these niggas 🖕🏽",bitches,bitches,YES,these niggas,niggas,YES,these niggas,Fuck,YES,,,,,,,,,,,,
1159913419245608961,Lil men obsessed with big boobs Immature boys obsessed with big ass Real men obsessed with personality,NULL,ass,NO,,,,,,,,,,,,,,,,,,
1186414109061013505,@USER Is that how it's done? 🤪 These fools get dumber and dumbe,These fools,dumber and dumber,YES,,,,,,,,,,,,,,,,,,
1159232331267354625,Just seen a post with a bunch of bitter baby moms talking shit about they baby daddies,NULL,talking shit,NO,,,,,,,,,,,,,,,,,,
1161485225207173123,This the one bro !!!!!We never gone leave each other we never gone stop dealing with each other that’s my bitch forever so dick up too all you niggas nd bitches ,bitch,bitch,YES,NULL,dick,NO,niggas,niggas,YES,bitches,bitches,YES,,,,,,,,,
1161914876731641858,I hate people who think it’s cool to drive reckless af like that shit not cool at all! Stop doing that sh,NULL,af,NO,that,shit,NO,that,shit,NO,,,,,,,,,,,,
1187219401969487872,Haitians &amp; their obsession with skin color. Let’s discuss fixing the fucking country THEN we can address your self hat,country,fucking,NO,,,,,,,,,,,,,,,,,,
1186505847154860033,@USER @USER @USER Weak and stupid for falling into the liberal traps 🤦�,@USER,Weak and stupid,YES,,,,,,,,,,,,,,,,,,
1162514633158250497,Fuck all the truck and bus drivers driving on the fucking fast lane,NULL,Fuck,NO,fast lane,fucking,YES,,,,,,,,,,,,,,,
1186521592303702018,Mfs need to realize that Shit they say and do can really be fucked up ESPECIALLY during postpartum..,NULL,Mfs,NO,that,Shit,NO,NULL,fucked up,NO,,,,,,,,,,,,
1188309951992610816,Niggas gassed the absolute FUCK out of Acid Rap. Mid.,Niggas,Niggas,YES,NULL,FUCK,NO,,,,,,,,,,,,,,,
1158147020600819713,"@USER @USER Embarrassing, idk how people do shit like this and expect to get respected lmao",NULL,shit,NO,,,,,,,,,,,,,,,,,,
1186444324856369152,Men that just follow women on here can fuck off. Creeps.,NULL,fuck off,YES,,,,,,,,,,,,,,,,,,
1151171652069163008,People that have their shit together. Come get mine together for me.,their,shit,NO,,,,,,,,,,,,,,,,,,
1186486007778156545,Ladies don’t let the fuck niggahs win let’s expose them together #girlp,NULL,fuck,NO,niggahs,niggahs,YES,,,,,,,,,,,,,,,
1161798218604253186,bitches really walk around with their eyelash not stuck to their inner corner,bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1186018938007765000,why do boys treat the nicest girls like absolute shit? grow up and learn some respect😋 @US,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1161365032984358918,Niggas fuck 100 broke Bitches and meet me and want Amiris is sending me,Niggas,Niggas,YES,Bitches,Bitches,YES,,,,,,,,,,,,,,,
1161734557609021440,Y’all Hampton University kids was mixing E&amp;J with anything.@BtwoTimes Cant wait until mad dog and night train get they shit together and start snatching brain cells for re,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1159332582846132224,&amp; these niggas never notice til they mad at the bitch or she not fw his ass no moreThese bitches be having no goals,these niggas,niggas,YES,bitch,bitch,YES,bitches,bitches,YES,NULL,ass,NO,NULL,fw,NO,,,,,,
1186322999949041664,The fun police is here y'all...Foam parties are disgusting. Y’all are literally just taking one big ass bath together l,Foam parties,disgusting,YES,NULL,ass,NO,,,,,,,,,,,,,,,
1187594859558965249,"Cause bitch I’m nervous he done hit some else since we been off, ofc I ain’t sayin it😭☠️Jhene ""nobody hit since u hit it"" I ain't seen none of u bitches quote that line yet 🤨",bitch,bitch,YES,bitches,bitches,YES,,,,,,,,,,,,,,,
1161948435655905280,cause i wanna carry all of your children and i wanna call them stupid shit,NULL,stupid shit,NO,,,,,,,,,,,,,,,,,,
1160583336705875969,They say the good die young .. &amp; they wasn’t fucking lying ,lying,fucking,NO,,,,,,,,,,,,,,,,,,
1155808637773910017,@USER @USER @USER @USER Unfortunately these people are to stupid to see that,these people,stupid,YES,,,,,,,,,,,,,,,,,,
1161288571355127809,I gotta read this damn almost 400 page book before class monday.. they got me fucked up.. i hate reading �,NULL,fucked up,NO,,,,,,,,,,,,,,,,,,
1155582993194311680,@USER Homophobic &amp; stupid; but attacking low morality with low morality seems suitable in a stupid way. 🤨,NULL,stupid,NO,NULL,stupid,NO,,,,,,,,,,,,,,,
1155458241377136640,i finished it bitches what in the hell happened towards the end,bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1159252865615040513,@USER and this piece of shit wants to be president pathetic people Democrats are pathetic too much free stuff,this,piece of shit,YES,,,,,,,,,,,,,,,,,,
1186588738421514242,@USER but we know the vibes ASTROS ALL THE FUCKING WAY #TakeItBack,WAY,FUCKING,NO,,,,,,,,,,,,,,,,,,
1159686959792558081,like you niggas dicks dont even be big enough to be acting the way y’all a,niggas,niggas,YES,NULL,dicks,NO,,,,,,,,,,,,,,,
1161730007594459136,"bitches will fake support you , that shit is toxic .",bitches,bitches,YES,that,shit,NO,,,,,,,,,,,,,,,
1160243237896019968,There are some HOT ass girls with some ugly ass Mf dudes in this world 😂,NULL,ass,NO,dudes,ugly ass Mf,YES,,,,,,,,,,,,,,,
1160404373928841216,brun do anybody else discharge be bleaching the fuck outta their underwear,NULL,fuck,NO,,,,,,,,,,,,,,,,,,
1186417807644340224,things straight men don’t have: - chapstick - skincare routines - more than one pillow - any idea when to shut the fuck ,NULL,shut the fuck up,YES,,,,,,,,,,,,,,,,,,
1188224211451555846,Not all of usY’all really ain’t shit,NULL,ain't shit,NO,,,,,,,,,,,,,,,,,,
1187233643845971969,And some of these idiots are on other House committees Fucking embarrassing that idiot cretins like this claim to represent us.,these idiots,idiots,NO,NULL,Fucking,NO,that idiot,idiot,YES,,,,,,,,,,,,
1162269818151559170,prettymuch was cute but the fans are fucking crazy little girls lol,crazy little girls,fucking,NO,,,,,,,,,,,,,,,,,,
1161819523722485761,Sky be talking to them like they niggas off the street 🥴 #BlackInkCr,niggas,niggas,YES,,,,,,,,,,,,,,,,,,
1157368754801692672,"@USER @USER @USER The girls don't say that, fucking fat geek",fat geek,fucking,NO,geek,fat,YES,,,,,,,,,,,,,,,
1157930126153146368,Omg y’all remember when the niggas used to wear the ski goggles to the side 💀😭😭I hated t,niggas,niggas,YES,that,shit,NO,,,,,,,,,,,,,,,
1160355431165898754,emotions are so fucking confusing and i hate them send tweet,NULL,fucking,NO,,,,,,,,,,,,,,,,,,
1186741444909944832,@USER imagine this nigga having to answer for all the shit he's said in todays society,this nigga,nigga,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1158217216569090048,@USER i hate mfs with that shit that legitimately do and say awful shit and just cause they got their army of hoes they think it’s ,NULL,mfs,NO,that,shit,NO,NULL,shit,NO,hoes,hoes,YES,,,,,,,,,
1186934379014021120,ima fucc the dog shit out of these two bitches and make them prostitute on 60th n fig,NULL,dog shit,NO,bitches,bitches,YES,,,,,,,,,,,,,,,
1187553344958562304,Russ ain’t letting these niggas go out sad in the 4th like they usually ,these niggas,niggas,YES,,,,,,,,,,,,,,,,,,
1158207976269725696,@USER Some of them even say some racist ass shit too �,NULL,racist ass shit,NO,,,,,,,,,,,,,,,,,,
1156423705192353792,damn y’all really post all y’all moves on social media. that shit is wild to,that,shit,NO,,,,,,,,,,,,,,,,,,
1159753921813868549,"@USER HDJEJFJS girl idk, where the fuck they been tho fr �",NULL,fuck,NO,,,,,,,,,,,,,,,,,,
1188169794413105152,Imagine the fucking chaos of both Gwaine and merlin having Irish accents,chaos,fucking,NO,,,,,,,,,,,,,,,,,,
1156422201270296576,@USER like them or their ugly ass friends supposed to scare someone �,friends,ugly ass ,YES,,,,,,,,,,,,,,,,,,
1188661739661021187,The MAGA babies are losing their minds tonight. 😂😂😂😂@USER @USER Shut up.,MAGA,babies,NO,@USER,Shut up,NO,,,,,,,,,,,,,,,
1160267988412567555,Bitches act like you supposed to be scared of them cause they dirty and ghetto �,Bitches,Bitches,YES,,,,,,,,,,,,,,,,,,
1186627646458908672,Trudeau sucks donkey dick but its fun as hell to read pissed off conservative comments talking about the death of Canada,Trudeau,sucks donkey dick,YES,NULL,as hell,NO,,,,,,,,,,,,,,,
1158390005250891780,@USER @USER @USER @USER @USER We have plenty of fucking laws are you ignorant,laws,fucking,NO,,,,,,,,,,,,,,,,,,
1187108295544365058,@USER That's why we need to leave the EU... Fuck the lying Spanish cheese thieving bastards!! �,NULL,Fuck,NO,Spanish,lying Spanish cheese thieving bastards,YES,,,,,,,,,,,,,,,
1156293867009802240,its sooo funny seeing ppl fake fuck w ppl they done talked shit bout. Bitch u must be lonely lol,NULL,fuck,NO,NULL,talked shit,NO,Bitch,Bitch,YES,,,,,,,,,,,,
1158548112887074816,Next mass shooting they gon say some shit about the persons horoscope,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1186061001856294912,i really be missing the fuck out of my friends like i love y’all niggas m,NULL,fuck,NO,y'all niggas,niggas,YES,,,,,,,,,,,,,,,
1155685828611444736,Bitches really be on broke hoe time and doing broke hoe shit �,Bitches,Bitches,YES,hoe,broke hoe,YES,NULL,broke hoe shit,YES,,,,,,,,,,,,
1161128736462430211,I gotta work on not speaking on everything and just let some shit go,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1162088737200836609,Niggas don’t understand a bitch would do more and stay down if they just keep it real 🤷🏽‍♀️ that’s all most b,Niggas,Niggas,YES,bitch,bitch,YES,bitches,bitches,YES,,,,,,,,,,,,
1159998752888770562,yoooo people are crazy as fuck. a couple murdered another couple and the guy bathed with the dead couples heads 🤮�,people,crazy as fuck,YES,,,,,,,,,,,,,,,,,,
1159983260316905472,some of you niggas be fucking up with a real one 🤦�,niggas,niggas,YES,NULL,fucking,NO,,,,,,,,,,,,,,,
1160913118463086592,@USER BULLSHIT! The guns ate not the problem moron.,NULL,BULLSHIT,NO,moron,moron,YES,,,,,,,,,,,,,,,
1158904329522143232,All the girls I see talkin bout reassurance and shit are cheating 😭,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1162330178082750464,Females be almost having the dick until they say something stupid. 🤦�,NULL,stupid,NO,,,,,,,,,,,,,,,,,,
1187566913678798849,Fuck you if you're a white man that assumes I speak for black folks Fuck you if you're a white man who thinks I can't speak for black folk.,NULL,Fuck you,YES,,,,,,,,,,,,,,,,,,
1156419089335586816,might just fuck around and start dating colored skin men again �,NULL,fuck,NO,,,,,,,,,,,,,,,,,,
1162259611581202432,how about we fund youth centres &amp; outreach programs instead of decorating a fucking box,box,fucking,NO,,,,,,,,,,,,,,,,,,
1157044498477617152,Lmao not even finna go there 🤣 half these niggas fake pimps anyw,these niggas,niggas,YES,,,,,,,,,,,,,,,,,,
1186644569267539975,@USER We as men are just stupid when it comes to this lol you really can't blame us,NULL,NULL,NO,,,,,,,,,,,,,,,,,,
1159575428316770306,what if these bitches hit a nigga up just to get they mind off another one,these bitches,bitches,YES,nigga,nigga,YES,,,,,,,,,,,,,,,
1186450348199890944,"And fuck wack 100. That nigga Game wanna be Nipsey so bad dawg , shit crazy!",wack 100,fuck,NO,That nigga,nigga,YES,NULL,shit,NO,,,,,,,,,,,,
1160846161600638976,>+cant let these fools knowreal MEN do not fuck with multiple women because that shit gonna eat at him,NULL,fuck,NO,that,shit,NO,,,,,,,,,,,,,,,
1156747889319784448,"Men: You a sex worker? Wow you don't respect yourself, fucking for $$ Also men: If I spend money on a woman I want sex in return. 🤦�",NULL,fucking,NO,,,,,,,,,,,,,,,,,,
1159892120238526466,"I see why bitches just stay with the niggas they use to. Y’all ass weird out here, don’t be on shit, and don’t got shit to offer �",bitches,bitches,YES,niggas,niggas,YES,Y'all,ass,YES,NULL,shit,NO,NULL,shit,NO,,,,,,
1158521295585329152,Y’all niggas be entitled as hell. That’s some crazy shit to,Y'all niggas,niggas,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1161276609829187584,I mean everybody has their own opinions butttt... thong or not. Most men will still just wanna fuck you and that’s it🤷�,NULL,fuck you,NO,,,,,,,,,,,,,,,,,,
1162095837566181377,I see plenty of niggas having fun and shit but not paying up �,niggas,niggas,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1160780133822803968,Im gonna fucking splurge @USER and other Esports Teams Gear Shops #Gaming #CallofDuty,NULL,fucking,NO,,,,,,,,,,,,,,,,,,
1185991487542173704,We been through some shit but I’m not holding any grudg,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1162067927199363072,@USER And what do you have to say about the Fucking Muslim Boston bombers?,Muslim Boston bombers,Fucking,NO,,,,,,,,,,,,,,,,,,
1160769156284932096,I gotta get bitches that like to send nudes. 😂my bitches do n,bitches,bitches,YES,bitches,bitches,YES,,,,,,,,,,,,,,,
1185844289302958080,@USER This from the country that tortures and slaughters dogs to eat them. Fuck you @USER,@USER,Fuck you,YES,,,,,,,,,,,,,,,,,,
1161450258779406336,y'all are fucking homophobes on this damn app it's disgusting i'm blocking all y'all,homophobes,fucking,NO,y'all,homophobes,YES,,,,,,,,,,,,,,,
1187800128901582859,@USER Lmao damn. The whole rest of that staffing some clowns then huh lol freakin bozos �,NULL,NULL,NO,,,,,,,,,,,,,,,,,,
1187330476329046016,INTERNET REALLY A GIFT AND A CURSE THESE NIGGAS BE OUT HERE DOING SHIT FOR ACCEPTANCE KNOWING DAMN WELL THEY CANT FUCK W/ ME BUT OK LOL,THESE NIGGAS,NIGGAS,YES,NULL,SHIT,NO,NULL,FUCK,NO,,,,,,,,,,,,
1161123781047230464,nastress ako sa fb group na yon 🙃 imagine a whole fcuking group doing that to minors ugh fucking disgusting report that shitty gro,group,fcuking,NO,NULL,fucking,NO,group,shitty,NO,,,,,,,,,,,,
1156646105406410753,All the white ppl products cuz our shit is locked away 😩😩😩😩Someone has been putting Nair in conditioner bottles in random stores..,NULL,shit,NO,NIGGA,NIGGA,YES,,,,,,,,,,,,,,,
1159565318030843904,"starting to get sick of nct being a punching bag for other fandoms. sm make the decisions, shit on them and not nct",NULL,shit,NO,,,,,,,,,,,,,,,,,,
1182931763720523776,I homeschooled my dogs and honestly they're fucking idiots.,they're,idiots,YES,idiots,fucking,NO,,,,,,,,,,,,,,,
1188395696333811713,I hate when people are weird with me. This shit not even fair.,This,shit,NO,,,,,,,,,,,,,,,,,,
1186075507865128960,Y'all fuck girls that are juggalos but make fun of me for fucking hot pockets lol okay,NULL,fuck,NO,hot pockets,fucking,NO,,,,,,,,,,,,,,,
1159876706028654593,@USER I'll do worse than not forgiving them I'll be making sure they realise the shit is theres and making them eat it...!!!! Fact,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1187639693401296897,yea i left that classical shit bc putas acted like they got flutes up their ass 24/7 talking all exclusive and shit go fuck a hoe or sumthin,NULL,shit,NO,putas,putas,YES,NULL,shit,NO,NULL,fuck,NO,hoe,hoe,YES,,,,,,
1160352742461886464,@USER All niggas named Brandon ain’t a lick of Shi,niggas,niggas,YES,NULL,Shit,NO,,,,,,,,,,,,,,,
1153308048951324673,grow the fuck up. hate cops and love milfs like the rest of us.,NULL,fuck,NO,,,,,,,,,,,,,,,,,,
1161687952432533505,Majority of y’all using the Eastside for clout 😂 niggas really from Bethany and Edmond and shit 🤦�,niggas,niggas,YES,NULL,and shit,NO,,,,,,,,,,,,,,,
1156660176721608704,Honestly who put it in our minds that we had to have our lives figured out by our 20s?? I just wanna talk because this shit is bananas,this,shit,NO,,,,,,,,,,,,,,,,,,
1156094751931637760,desd by daylight better fix their shit im about to scream,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1160113779952234496,@USER Name and shame the useless fucking human turds.. let's hunt and gun them down. Fair game I'd say.,human turds,fucking,NO,,,,,,,,,,,,,,,,,,
1162009119026503680,I understand men ain't shit but women can be just as embarrassing,men,ain't shit,YES,,,,,,,,,,,,,,,,,,
1157151523412955136,"Lmao, I’m bitches. Bitches rely on FacetuneDa 2020 and bitches makeup still nuh the match deh neck &amp;’ deh eyebrows look like",bitches,bitches,YES,bitches,bitches,YES,,,,,,,,,,,,,,,
1187060641791528960,people need to mind their own damn business and stay out of shit. simple.,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1162104057244213248,@USER I’d slap both in the head and say grow the fuck ,NULL,fuck,NO,,,,,,,,,,,,,,,,,,
1160056007567036418,@USER Why the fuck Whataburger and In-n-Out sitting together?,NULL,Why the fuck,NO,,,,,,,,,,,,,,,,,,
1162514406720360448,Get these fucking people off the streets that stop when the light turns yellow 🙆�,people,fucking,NO,,,,,,,,,,,,,,,,,,
1186129395288805382,"At the end of the day niggas ain’t shit, bitches ain’t shit.... but you see me I’m just full of shit 😂😂.. im always onn",niggas,niggas,YES,niggas,ain't shit,YES,bitches,bitches,YES,bitches,ain't shit,NO,I'm,full of shit,YES,,,,,,
1188157387183677440,@USER Does he truly believe that bullshit? Actually he surely believes We The People are dumb enough to...,that,bullshit,NO,,,,,,,,,,,,,,,,,,
1187861735560110080,all these men with loud trucks because they think it makes them seem more “manly” no bitch you just making all that noise for W,bitch,bitch,NO,,,,,,,,,,,,,,,,,,
1162397902083411979,@USER Wait until they experience real life and realize you’re full of bullshi,you're,full of bullshit,YES,,,,,,,,,,,,,,,,,,
1186365476831748096,Some niggas eat pussy like that's the first thing they ate all day,niggas,niggas,YES,NULL,pussy,NO,,,,,,,,,,,,,,,
1187966111310110721,@USER 🤣 I know and they scam the shit out of these peop,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1186702792334958598,@USER @USER They don't even try to act like journalists anymore and its pretty fucking disgusting.,NULL,fucking,NO,,,,,,,,,,,,,,,,,,
1161957252397502464,The shit niggas and hoes condone will be the reason I will never fuck with em fr.,NULL,shit,NO,niggas,niggas,YES,,,,,,,,,,,,,,,
1158661920188014592,"all i fucking do is sit around all day, eat, and complain why i'm not the one eating joel's ass",NULL,fucking,NO,NULL,ass,NO,,,,,,,,,,,,,,,
1156799034738135040,I’m finna start a non profit organization that beats the shit outta niggas that inappropriately touch wome,niggas,niggas,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1160544224493723648,I hate that I easily get hurt just by the words it shows that im so fucking weak.,weak,fucking,NO,,,,,,,,,,,,,,,,,,
1159824484083404811,if all dogs go to heaven do they still shit on the carpet?,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1161698162974707712,I’m still waiting on $50 hurry the fuck up idio,NULL,fuck,NO,idiots,idiots,YES,,,,,,,,,,,,,,,
1161041593908043777,People are doing my head in atm like pure shit coming out of everyone’s mouths 🤣�,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1187021729811574785,I hate niggas who nag and bitch. Ma’am please.,niggas,niggas,YES,bitch,bitch,YES,,,,,,,,,,,,,,,
1187341264485793792,I don’t like girl that act like they ain’t whores when everybody fucked ,whores,whores,YES,NULL,fucked,NO,,,,,,,,,,,,,,,
1187887349683949569,@USER And people refuse to believe this fuck is insane.,NULL,fuck,NO,,,,,,,,,,,,,,,,,,
1187782869801943040,@USER This little girl bugged the shit out of republicans! lol,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1161723088502960129,People gallery is OFF LIMITS . Stop disrespecting people private life 😭 see some shit you don’t want t,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1156381261348425728,"I hate prideful and arrogant people, humble yourselves. You shit like the rest of us 🤘",NULL,shit,NO,,,,,,,,,,,,,,,,,,
1188394635799887875,@USER @USER @USER Politicians are stupid and they feed on bigotry that some idiots are providing.,Politicians,stupid,YES,idiots,idiots,YES,,,,,,,,,,,,,,,
1158437188276817926,yo i hate niggas that be breathing loud as hell on the mic in games,niggas,niggas,YES,,,,,,,,,,,,,,,,,,
1159797268138139648,Some of y’all don’t know the first thing about football.... ....and it fucking s,NULL,fucking,NO,,,,,,,,,,,,,,,,,,
1160569599730962432,@USER Damn j have a vague ass memory of these,NULL,ass,NO,,,,,,,,,,,,,,,,,,
1160755915689267200,@USER You go get them!They fucking deserve it!,NULL,fucking,NO,,,,,,,,,,,,,,,,,,
1157354078890004480,@USER Once i seen that black thang backed in im like ohhh thats ari shit lol,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1188558756323315712,@USER @USER @USER Not a charade at all. Most of America is sick of the traitor and pathological liar in the White House,NULL,NULL,NO,,,,,,,,,,,,,,,,,,
1159383590356037632,@USER If we don't bring in a fucking defender then #waggotout #MOWBRAYOUT,defender,fucking,NO,,,,,,,,,,,,,,,,,,
1160059611002523649,the movie was fucking amazing but i wish those bitches in the back didn’t fucking SCRE,NULL,fucking,NO,those bitches,bitches,YES,SCREAM,fucking,NO,,,,,,,,,,,,
1160702823862034432,stop wearing bodysuits if you fat smh you bitches be looking like the big show,bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1.15733E+18,Our four idiots 😭😭😭😭 and we’re idiots too let’s idiots foreve,we're,idiots,YES,,,,,,,,,,,,,,,,,,
1188556114817961989,"u mfs is so ugly, y’all should’ve been y’all selves &amp; scared the shit out of ever",NULL,mfs,NO,mfs,ugly,YES,NULL,shit,NO,,,,,,,,,,,,
1188536040732184577,Brockhampton setlist is so perfect but im all the fucking way in Jamaica,NULL,fucking,NO,,,,,,,,,,,,,,,,,,
1159978643998871552,"@USER @USER This is why we need to bring back bushido and chop some heads off, holy shit",NULL,holy shit,NO,,,,,,,,,,,,,,,,,,
1155523630257909760,@USER Its racist in democrats minds because all TRUTH is racist to democrats. Democrats are literally calling the TRUTH racist!,NULL,NULL,NO,,,,,,,,,,,,,,,,,,
1156262134252298240,Transfer ban while we sit back and watch other teams buy up all the good young players... Shit is wack..,NULL,Shit,NO,Shit,wack,NO,,,,,,,,,,,,,,,
1159453365866246144,waiting for these clothing lines to drop some slick ass sweatsuits😭,NULL,ass,NO,,,,,,,,,,,,,,,,,,
1188227847388893185,The Longhorns are ass!! Get em outta the top 25,NULL,ass,NO,,,,,,,,,,,,,,,,,,
1186777532433162241,"people really don't give a fuck about bullying when it's to benefit them somehow, right? fuck bullies",NULL,fuck,NO,bullies,fuck,NO,,,,,,,,,,,,,,,
1158745284412727296,It be funny af to see folks complain bout Bron taco tuesday videos. Dont nobody make you watch the shit.,NULL,af,NO,NULL,shit,NO,,,,,,,,,,,,,,,
1157409108498063360,Guys are so quick to call girls crazy but look at the shit they be doing lmao,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1158388429975109634,Do you think changkyun sees our tweets and thinks what the fuck is wrong with these idiots,NULL,what the fuck,NO,these idiots,idiots,YES,,,,,,,,,,,,,,,
1161277237917884417,What type of niggas wait outside the club for a nigga and don’t even much raise they voice at a nig,niggas,niggas,YES,nigga,nigga,YES,nigga,nigga,YES,,,,,,,,,,,,
1155494731243237376,"@USER This is why I don't even try to fight the compression, its all fucking dumb.",NULL,fucking,NO,,,,,,,,,,,,,,,,,,
1185911648009240579,"@USER he repping XO to the death, I'm tryna make these bitches sweat",these bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1155158159008210944,Niggas turned “thick” into “skinny bitch with ass” and that ,Niggas,Niggas,YES,bitch,bitch,YES,NULL,ass,NO,,,,,,,,,,,,
1157167037480722432,All u bitches that ain’t shit should throw a party n just invite niggas that ain’t shit so y’all could have fun n treat each other lik,bitches,bitches,YES,NULL,ain't shit,NO,niggas,niggas,YES,NULL,ain't shit,NO,NULL,shit,NO,,,,,,
1160862127814598657,@USER I swear boys take it in the ass better than girls,NULL,ass,NO,,,,,,,,,,,,,,,,,,
1158483814898950145,Somebody told me real niggas go thru the most shit I’m tryna change my evil ways so I can be there for my ki,niggas,niggas,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1160617503149776898,@USER What we need is radical commie bastards like you to shut the hell up and stop confounding our people.,you,shut the hell up,YES,,,,,,,,,,,,,,,,,,
1157887381061505024,"@USER You love white farmers and white ranchers, you fat racist fuck.",you,fat racist fuck,YES,,,,,,,,,,,,,,,,,,
1161329337431445504,Bitches Really Be On Here Tweeting Like They Shit Together But Real Life Musty Chill Onions I Smelled You Plenty Of Times �,Bitches,Bitches,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1188171632273215488,"Idk about y’all, but I personally don’t want to party with children.Whats wrong with ppl 19 or 20+ going to all ages ? Lmfao, u guys dumb as fuck my ",guys,dumb as fuck,YES,,,,,,,,,,,,,,,,,,
1160703923138846726,@USER Nigga sound real gay and feminine 💁🏻‍♀️ hating ass ,Nigga,Nigga,YES,nigga,hating ass nigga,YES,,,,,,,,,,,,,,,
1158155019688001536,"That nickname shit for yo homies , I’m calling full governments period 😂😂Why bitches always wanna know yo real ",NULL,shit,NO,bitches,bitches,YES,,,,,,,,,,,,,,,
1187614644581462016,holy fuck rex orange county also released their new album. TONIGHTS THE NIGHT BITCHES,NULL,holy fuck,NO,BITCHES,BITCHES,YES,,,,,,,,,,,,,,,
1161396519712579585,Bitches That Wear Chucks &amp; Vans always The Ones Acting Boujie And Stuck Up Bitch Go Get Some New Shoes😭,Bitches,Bitches,YES,Bitch,Bitch,YES,,,,,,,,,,,,,,,
1162020850289262592,"@USER @USER Both are son of bitch and will go to hell through muslim fighters , be ready to be dead like Pigs",NULL,son of bitch,YES,,,,,,,,,,,,,,,,,,
1158266005019385856,These bitches ain’t shit and I mean that ,these bitches,bitches,YES,These bitches,ain't shit,YES,,,,,,,,,,,,,,,
1159629983503081477,@USER Also a lot of the shooting victims were Black people and didn't want to meet his bitch ass,his,bitch ass,YES,,,,,,,,,,,,,,,,,,
1187617874824708096,@USER @USER Every man eats ass.. They just haven't found the ass they are willing to eat..,NULL,ass,NO,NULL,ass,NO,,,,,,,,,,,,,,,
1161227318783700992,let people wear whatever the fuck they want you jealous fucking nerd!,NULL,fuck,NO,you,fucking nerd,YES,,,,,,,,,,,,,,,
1188072997996945408,@USER We the people are sick of your stupidity.,your,stupidity,YES,,,,,,,,,,,,,,,,,,
1161065140630020097,Some of the shit i see with niggas makes me think yall are desperate for pussy,NULL,shit,NO,niggas,niggas,YES,NULL,pussy,NO,,,,,,,,,,,,
